Breakdown,Value,ticker
zip,28012,PLL.AX
sector,Basic Materials,PLL.AX
longBusinessSummary,"Piedmont Lithium Inc., an exploration stage company, engages in the exploration and development of resource projects in the United States. The company primarily holds a 100% interest in the Carolina Lithium Project that include an area of approximately 3,116 acres located within the Carolina Tin-Spodumene Belt situated to the west of Charlotte, North Carolina in the United States. It also owns a 61-acre property in Kings Mountain, North Carolina. Piedmont Lithium Inc. is headquartered in Belmont, North Carolina.",PLL.AX
city,Belmont,PLL.AX
phone,704 461 8000,PLL.AX
state,NC,PLL.AX
compensationAsOfEpochDate,1640908800,PLL.AX
country,United States,PLL.AX
website,https://www.piedmontlithium.com,PLL.AX
maxAge,86400,PLL.AX
address1,32 North Main Street,PLL.AX
industry,Other Industrial Metals & Mining,PLL.AX
address2,Suite 100,PLL.AX
