Breakdown,Value,ticker
zip,3207,AHC.AX
sector,Healthcare,AHC.AX
longBusinessSummary,"Austco Healthcare Limited, together with its subsidiaries, provides communication and clinical workflow management solutions in Australia, New Zealand, Canada, the United Kingdom, the United States, Asia, and the Middle East. The company offers Tacera, an IP based nurse call system for hospitals, and aged care and acute care facilities. It also develops software. The company was formerly known as Azure Healthcare Limited and changed its name to Austco Healthcare Limited in November 2020. Austco Healthcare Limited was incorporated in 2004 and is based in Port Melbourne, Australia.",AHC.AX
city,Port Melbourne,AHC.AX
phone,61 3 9209 9688,AHC.AX
state,VIC,AHC.AX
compensationAsOfEpochDate,1609372800,AHC.AX
country,Australia,AHC.AX
website,http://www.austcohealthcare.com,AHC.AX
maxAge,86400,AHC.AX
address1,1/31 Sabre Drive,AHC.AX
fax,61 3 9209 9699,AHC.AX
industry,Medical Instruments & Supplies,AHC.AX
