Breakdown,Value,ticker
zip,10169,CD3.AX
sector,Financial Services,CD3.AX
longBusinessSummary,CD Private Equity Fund III specializes in investments in small and specialised private equity funds targeting lower middle-market operating businesses in the United States.,CD3.AX
city,New York,CD3.AX
phone,718-230-4849,CD3.AX
state,NY,CD3.AX
country,United States,CD3.AX
website,https://www.cdfunds.com.au/fund3/,CD3.AX
maxAge,86400,CD3.AX
address1,The Helmsley Building,CD3.AX
fax,410-659-9491,CD3.AX
industry,Asset Management,CD3.AX
address2,230 Park Avenue 3rd Floor West,CD3.AX
