Breakdown,Value,ticker
zip,2022,ENA.AX
sector,Financial Services,ENA.AX
longBusinessSummary,"Ensurance Limited engages in the underwriting and sale of insurance products in Australia and the United Kingdom. The company provides contractors-all risk, contractors-plant and equipment, home build, combined liability, contractors assist, engineering inspection, construction, cyber, and terrorism and sabotage insurance products. Ensurance Limited is based in Bondi Junction, Australia.",ENA.AX
city,Bondi Junction,ENA.AX
phone,61 2 9167 8050,ENA.AX
state,NSW,ENA.AX
compensationAsOfEpochDate,1640908800,ENA.AX
country,Australia,ENA.AX
website,https://www.ensurance.com.au,ENA.AX
maxAge,86400,ENA.AX
address1,Westfield Tower 2,ENA.AX
industry,Insurance Brokers,ENA.AX
address2,Level 21 101 Grafton Street,ENA.AX
