Breakdown,Value,ticker
zip,3000,SGH.AX
sector,Consumer Cyclical,SGH.AX
longBusinessSummary,"Slater and Gordon Limited, a law firm, provides legal practices in Australia. The company provides legal services in various areas, such as workers compensation, motor vehicle and car accidents, public liability, medical law, asbestos, silicosis, military compensation, police compensation, comcare, institutional abuse; superannuation and disability insurance; class actions; dispute resolution; employment law; and will dispute, as well as provides union services. It also offers litigation and emerging services. The company was founded in 1935 and is based in Melbourne, Australia. Slater and Gordon Limited operates as a subsidiary of AIO V Finance (Ireland) DAC.",SGH.AX
city,Melbourne,SGH.AX
phone,61 3 9602 6888,SGH.AX
state,VIC,SGH.AX
compensationAsOfEpochDate,1640908800,SGH.AX
country,Australia,SGH.AX
website,https://www.slatergordon.com.au,SGH.AX
maxAge,86400,SGH.AX
address1,485 La Trobe Street,SGH.AX
fax,61 3 9600 0290,SGH.AX
industry,Personal Services,SGH.AX
address2,Level 12,SGH.AX
