Breakdown,Value,ticker
zip,3000,ATX.AX
sector,Healthcare,ATX.AX
longBusinessSummary,"Amplia Therapeutics Limited, a pharmaceutical company, engages in the development of focal adhesion kinase (FAK) inhibitors in Australia. The company is developing inhibiting drug candidates, including AMP886 and AMP945 for oncology and chronic fibrosis indications. It has a collaboration agreement with the Garvan Institute of Media Research in Sydney. The company was formerly known as Innate Immunotherapeutics Limited and changed its name to Amplia Therapeutics Limited in September 2018. Amplia Therapeutics Limited was incorporated in 2000 and is headquartered in Melbourne, Australia.",ATX.AX
city,Melbourne,ATX.AX
phone,61 2 8003 3650,ATX.AX
state,VIC,ATX.AX
compensationAsOfEpochDate,1640908800,ATX.AX
country,Australia,ATX.AX
website,https://www.ampliatx.com,ATX.AX
maxAge,86400,ATX.AX
address1,90 Collins Street,ATX.AX
fax,61 2 9225 5050,ATX.AX
industry,Biotechnology,ATX.AX
address2,Level 21,ATX.AX
