Breakdown,Value,ticker
zip,3065,CGS.AX
sector,Healthcare,CGS.AX
longBusinessSummary,"Cogstate Limited, a cognitive science company, provides computerized cognitive tests for clinical trials, academic research, healthcare, and brain health applications in Australia and internationally. The company's services include project management, data management, scientific consulting, statistical analysis, scales procurement, rater training, and monitoring solutions. It operates in Clinical Trials and Healthcare segments. The Clinical Trials segment provides technology and associated services that are used to quantify the effect of diseases and drugs, and devices or other interventions on human subjects participating in clinical trials primarily conducted by pharmaceutical and biotechnology companies. The Healthcare segment provides Cognigram, a system for regular and standardized testing to assist in the early detection of cognitive decline. As of June 30, 2021, it had participated in approximately 1,800 academic research studies in approximately 200 indications. Cogstate Limited was incorporated in 1999 and is based in Fitzroy, Australia.",CGS.AX
city,Fitzroy,CGS.AX
phone,61 3 9664 1300,CGS.AX
state,VIC,CGS.AX
compensationAsOfEpochDate,1640908800,CGS.AX
country,Australia,CGS.AX
website,https://www.cogstate.com,CGS.AX
maxAge,86400,CGS.AX
address1,425 Smith Street,CGS.AX
industry,Health Information Services,CGS.AX
address2,Suite 117,CGS.AX
