Breakdown,Value,ticker
zip,30009,VTI.AX
sector,Healthcare,VTI.AX
longBusinessSummary,"Visioneering Technologies, Inc., a medical device company, engages in the design, manufacture, sale, and distribution of contact lenses in North America, Europe, and the Asia-Pacific. It offers NaturalVue, a multifocal contact lens for adults with presbyopia and children with myopia. The company was incorporated in 2008 and is headquartered in Alpharetta, Georgia.",VTI.AX
city,Alpharetta,VTI.AX
phone,844 884 5367,VTI.AX
state,GA,VTI.AX
compensationAsOfEpochDate,1609372800,VTI.AX
country,United States,VTI.AX
website,https://vtivision.com,VTI.AX
maxAge,86400,VTI.AX
address1,10745 Westside Way,VTI.AX
industry,Medical Devices,VTI.AX
address2,Suite 200,VTI.AX
