Breakdown,Value,ticker
zip,55337,IMR.AX
sector,Healthcare,IMR.AX
longBusinessSummary,"Imricor Medical Systems, Inc., a medical device company, designs, manufactures, sells, and distributes magnetic resonance imaging (MRI) compatible products for cardiac catheter ablation procedures in the United States. The company's principal products include the Advantage-MR EP Recorder/Stimulator system, an electrophysiology amplifier and recording system with integrated cardiac stimulator; Vision-MR Ablation Catheter, which is used as an indication for treating type I atrial flutter; and Vision-MR Dispersive Electrode that is used to minimize eddy currents induced on the conductive pads during MR scanning. The company also performs contract research, as well as licenses its intellectual property for use in implantable devices. Imricor Medical Systems, Inc. was incorporated in 2006 and is headquartered in Burnsville, Minnesota.",IMR.AX
city,Burnsville,IMR.AX
phone,952 818 8400,IMR.AX
state,MN,IMR.AX
compensationAsOfEpochDate,1609372800,IMR.AX
country,United States,IMR.AX
website,https://www.imricor.com,IMR.AX
maxAge,86400,IMR.AX
address1,400 Gateway Boulevard,IMR.AX
industry,Medical Devices,IMR.AX
