Breakdown,Value,ticker
zip,3205,PTX.AX
sector,Healthcare,PTX.AX
longBusinessSummary,"Prescient Therapeutics Limited, a clinical stage oncology company, develops novel drugs for the treatment of various cancers in Australia. Its lead drug candidate is PTX-200, which is in Phase II clinical trial for HER2-negative breast cancer, Phase IB/2 clinical trial in relapsed and refractory AML, and Phase 1b in recurrent or persistent platinum-resistant ovarian cancer; and PTX-100, a RhoA inhibitor, for hematological and solid malignancies that focuses on cancers with Ras and RhoA mutations. Prescient Therapeutics Limited has a collaboration agreement with Carina Biotech to develop cell therapies. The company was formerly known as Virax Holdings Limited and changed its name to Prescient Therapeutics Limited in December 2014. Prescient Therapeutics Limited was incorporated in 1986 and is based in Melbourne, Australia.",PTX.AX
city,Melbourne,PTX.AX
phone,61 3 9692 7222,PTX.AX
state,VIC,PTX.AX
compensationAsOfEpochDate,1640908800,PTX.AX
country,Australia,PTX.AX
website,https://ptxtherapeutics.com,PTX.AX
maxAge,86400,PTX.AX
address1,100 Albert Road,PTX.AX
fax,61 3 9077 9233,PTX.AX
industry,Biotechnology,PTX.AX
address2,Level 4,PTX.AX
