Breakdown,Value,ticker
zip,JE2 3TN,SRJ.AX
sector,Energy,SRJ.AX
fullTimeEmployees,13,SRJ.AX
longBusinessSummary,"SRJ Technologies Group plc develops and distributes a range of weld-free coupling and leak containment solutions for pipeline and process pipework systems in Jersey, Australia, the Middle East, and the United Kingdom. Its products include SRJ weld-free mechanical couplings, multi-shell repair clamps, bolt exchange flange clamps, and bespoke enclosure repair units. The company was offers asset integrity management consulting services. It serves various industries, including oil and gas, downstream processing, refinery, chemical, and power. The company was founded in 2011 and is headquartered in Saint Helier, Jersey.",SRJ.AX
city,Saint Helier,SRJ.AX
phone,44 1534 626 818,SRJ.AX
compensationAsOfEpochDate,1609372800,SRJ.AX
country,Jersey,SRJ.AX
website,https://www.srj-technologies.com,SRJ.AX
maxAge,86400,SRJ.AX
address1,Le Quai House,SRJ.AX
industry,Oil & Gas Equipment & Services,SRJ.AX
address2,Le Quai D'Auvergne,SRJ.AX
