Breakdown,Value,ticker
zip,3000,CCR.AX
sector,Technology,CCR.AX
longBusinessSummary,"Credit Clear Limited engages in the development, implementation, and provision of the receivables management systems and receivable collection services in Australia and New Zealand. The company offers digital billing and communication technology platform that allows its clients to manage their receivables; and legal services for debt recovery. It serves transport, financial services, insurance, government, and utilities industries. The company was incorporated in 2015 and is headquartered in Melbourne, Australia.",CCR.AX
city,Melbourne,CCR.AX
phone,1300 909 934,CCR.AX
state,VIC,CCR.AX
country,Australia,CCR.AX
website,https://creditclear.com.au,CCR.AX
maxAge,86400,CCR.AX
address1,530 Collins Street,CCR.AX
industry,Information Technology Services,CCR.AX
address2,Level 18,CCR.AX
