Breakdown,2021-06-30 00:00:00,2020-06-30 00:00:00,2019-06-30 00:00:00,ticker
researchDevelopment,,87991.0,118487.0,BIO.AX
effectOfAccountingCharges,,,,BIO.AX
incomeBeforeTax,-5381116,-3162163,-2011987,BIO.AX
minorityInterest,,,,BIO.AX
netIncome,-5381116,-3162163,-2011987,BIO.AX
sellingGeneralAdministrative,6595926,2836722,1825057,BIO.AX
grossProfit,1179138,215528,221491,BIO.AX
ebit,-5703097,-2946927,-2008713,BIO.AX
operatingIncome,-5703097,-2946927,-2008713,BIO.AX
otherOperatingExpenses,212348,220039,112660,BIO.AX
interestExpense,-61464,-28646,-1321,BIO.AX
extraordinaryItems,,,,BIO.AX
nonRecurring,,,,BIO.AX
otherItems,,,,BIO.AX
incomeTaxExpense,0,0,0,BIO.AX
totalRevenue,2318402,832749,386598,BIO.AX
totalOperatingExpenses,8021499,3779676,2395311,BIO.AX
costOfRevenue,1139264,617221,165107,BIO.AX
totalOtherIncomeExpenseNet,321981,-215236,-3274,BIO.AX
discontinuedOperations,,,,BIO.AX
netIncomeFromContinuingOps,-5381116,-3162163,-2011987,BIO.AX
netIncomeApplicableToCommonShares,-5381116,-3162163,-2011987,BIO.AX
