Breakdown,Value,ticker
zip,SW1Y 4AD,RIO.AX
sector,Basic Materials,RIO.AX
fullTimeEmployees,47500,RIO.AX
compensationRisk,9,RIO.AX
auditRisk,7,RIO.AX
longBusinessSummary,"Rio Tinto Group engages in exploring, mining, and processing mineral resources worldwide. The company offers aluminum, copper, diamonds, gold, borates, titanium dioxide, salt, iron ore, and uranium. It also owns and operates open pit and underground mines, mills, refineries, smelters, power stations, and research and service facilities. The company was founded in 1873 and is headquartered in London, the United Kingdom.",RIO.AX
city,London,RIO.AX
phone,44 20 7781 2000,RIO.AX
shareHolderRightsRisk,1,RIO.AX
compensationAsOfEpochDate,1609372800,RIO.AX
governanceEpochDate,1632614400,RIO.AX
boardRisk,9,RIO.AX
country,United Kingdom,RIO.AX
website,https://www.riotinto.com,RIO.AX
maxAge,86400,RIO.AX
overallRisk,9,RIO.AX
address1,6 St Jamesâs Square,RIO.AX
industry,Other Industrial Metals & Mining,RIO.AX
