Breakdown,Value,ticker
zip,4000,MSL.AX
sector,Technology,MSL.AX
longBusinessSummary,"MSL Solutions Limited provides software as a service solution for sports, leisure, and hospitality sectors worldwide. The company offers point of sale systems to connect customer to businesses in stadiums and arenas, multi-site venues, pubs and clubs, golf associations, and educational institutions. It also provides Marina Management Software, which offers an automated approach to manage marinas, harbors, and yacht clubs; Service Yard Management System, a solution designed to make the day-to-day management of service yards, including costing, quoting, tracking, and invoicing; OrderAway, a self-service ordering platform for in-venue and outside venue ordering; Golf Management Software, an integrated management solution for golf clubs; and business intelligence and real time operational intelligence solutions. The company was incorporated in 2006 and is based in Brisbane, Australia.",MSL.AX
city,Brisbane,MSL.AX
phone,1800 443 654,MSL.AX
state,QLD,MSL.AX
compensationAsOfEpochDate,1640908800,MSL.AX
country,Australia,MSL.AX
website,https://www.mslsolutions.com,MSL.AX
maxAge,86400,MSL.AX
address1,307 Queen Street,MSL.AX
fax,61 7 3237 2152,MSL.AX
industry,Software—Application,MSL.AX
address2,Level 1,MSL.AX
