Breakdown,Value,ticker
zip,3083,1AD.AX
sector,Healthcare,1AD.AX
longBusinessSummary,"AdAlta Limited, a clinical stage biotechnology company, discovers and develops protein therapeutics in Australia. The company's lead i-body drug candidate includes AD-214, which is in Phase I clinical trials for the treatment of idiopathic pulmonary fibrosis and other fibrotic diseases. It has collaborative partnerships with GE Healthcare to discover i-bodies that bind to granzyme B; and Carina Biotech Pty Ltd. to develop CAR-T cell products against various solid tumor antigens. AdAlta Limited was incorporated in 2006 and is based in Bundoora, Australia.",1AD.AX
city,Bundoora,1AD.AX
phone,61 3 9479 5159,1AD.AX
state,VIC,1AD.AX
compensationAsOfEpochDate,1640908800,1AD.AX
country,Australia,1AD.AX
website,https://www.adalta.com.au,1AD.AX
maxAge,86400,1AD.AX
address1,2 Park Drive,1AD.AX
fax,61 2 8583 3040,1AD.AX
industry,Biotechnology,1AD.AX
address2,Unit 15,1AD.AX
