Breakdown,Value,ticker
zip,6166,FGR.AX
sector,Basic Materials,FGR.AX
longBusinessSummary,"First Graphene Limited engages in the research, development, mining, exploration, manufacture, and sale of graphene and graphene nanoplatelet products under the PureGRAPH brand name in Australia. The company also develops and sells VFD, TTF, and other 2D devices and materials. Its products are used in the composite, elastomer, fire retardancy, concrete, textile, and energy storage applications. First Graphene Limited is headquartered in Henderson, Australia.",FGR.AX
city,Henderson,FGR.AX
phone,61 1300 660 448,FGR.AX
state,WA,FGR.AX
compensationAsOfEpochDate,1640908800,FGR.AX
country,Australia,FGR.AX
website,https://www.firstgraphene.net,FGR.AX
maxAge,86400,FGR.AX
address1,1 Sepia Close,FGR.AX
fax,61 1300 855 044,FGR.AX
industry,Chemicals,FGR.AX
