Breakdown,Value,ticker
zip,2000,CLU.AX
sector,Consumer Defensive,CLU.AX
fullTimeEmployees,92,CLU.AX
longBusinessSummary,"Cluey Ltd, an education technology company, provides online tutoring and educational support services to school students in Australia. It offers tutoring services in the areas of English, mathematics, and chemistry for primary, secondary, and senior-level students through its online tutoring platform. Cluey Ltd was incorporated in 2017 and is based in Sydney, Australia.",CLU.AX
city,Sydney,CLU.AX
phone,1300 182 000,CLU.AX
state,NSW,CLU.AX
country,Australia,CLU.AX
website,https://www.clueylearning.com.au,CLU.AX
maxAge,86400,CLU.AX
address1,51 Pitt Street,CLU.AX
industry,Education & Training Services,CLU.AX
address2,Level 8,CLU.AX
