Breakdown,Value,ticker
zip,2196,RLT.AX
sector,Financial Services,RLT.AX
longBusinessSummary,"Renergen Limited, an investment holding company, engages in the alternative and renewable energy businesses in South Africa and sub-Saharan Africa. It explores for, develops, and sells compressed natural gas, as well as liquefied helium and natural gas. The company was incorporated in 2014 and is based in Johannesburg, South Africa.",RLT.AX
city,Johannesburg,RLT.AX
phone,27 10 045 6000,RLT.AX
compensationAsOfEpochDate,1640908800,RLT.AX
country,South Africa,RLT.AX
website,https://www.renergen.co.za,RLT.AX
maxAge,86400,RLT.AX
address1,1 Bompas Road,RLT.AX
industry,Asset Management,RLT.AX
address2,First Floor Dunkeld West,RLT.AX
