Breakdown,Value,ticker
zip,6008,SHG.AX
sector,Healthcare,SHG.AX
longBusinessSummary,"Singular Health Group Ltd, a medical technology company, develops and commercializes volumetric rendering platform (VRP) for the 3D and virtual reality (VR) visualization of anatomy using standard radiological imagery. It offers 3Dicom Viewer, a cross-platform application that allows its users to interact with standard 2D medical images; 3DicomVSP, an end-to-surgical planning platform; Health Academy, a scalable multi-lingual platform that provides templated curriculum aligned lessons; and GeoVR, a cloud platform for use in the mineral resources sector. The company was founded in 2017 and is headquartered in Subiaco, Australia.",SHG.AX
city,Subiaco,SHG.AX
phone,1300 167 795,SHG.AX
state,WA,SHG.AX
compensationAsOfEpochDate,1640908800,SHG.AX
country,Australia,SHG.AX
website,https://singular.health,SHG.AX
maxAge,86400,SHG.AX
address1,3/26 Railway Road,SHG.AX
industry,Health Information Services,SHG.AX
