Breakdown,Value,ticker
zip,6000,HMI.AX
sector,Industrials,HMI.AX
longBusinessSummary,"Hiremii Limited operates as a labor hire and recruitment company in Australia. It operates Hiremii, a fixed fee recruitment platform; and Oncontractor, a recruitment and full-service labour hire solution that provides digitized employee onboarding services. The company was founded in 2018 and is based in Perth, Australia.",HMI.AX
city,Perth,HMI.AX
phone,61 1300 280 061,HMI.AX
state,WA,HMI.AX
compensationAsOfEpochDate,1640908800,HMI.AX
country,Australia,HMI.AX
website,https://www.hiremiigroup.com,HMI.AX
maxAge,86400,HMI.AX
address1,198 Stirling Street,HMI.AX
industry,Staffing & Employment Services,HMI.AX
