Breakdown,Value,ticker
zip,3121,FOS.AX
sector,Industrials,FOS.AX
longBusinessSummary,"FOS Capital Ltd, through its subsidiaries, engages in the manufacture and distribution of commercial luminaires, outdoor fittings, linear extruded lighting, and architectural lighting solutions in Australia and New Zealand. It offers lighting products for indoor, outdoor, and industrial solutions. The company's brands include, JSB Lighting, FORMA Lighting, VEKTA PROFILES, FREND Lighting, MEGABAY, and LIGHTING YOUNGKONG. It also provides solutions primarily for residential, commercial, retail, hospitality, education, medical, roadways, education, aged care, and transportation industries. The company was incorporated in 2019 and is based in Richmond, Australia. FOS Capital Limited is a subsidiary of SKM Investment Group Pty Ltd.",FOS.AX
city,Richmond,FOS.AX
phone,1300 241 087,FOS.AX
state,VIC,FOS.AX
compensationAsOfEpochDate,1640908800,FOS.AX
country,Australia,FOS.AX
website,https://www.foscapital.com.au,FOS.AX
maxAge,86400,FOS.AX
address1,3B/41 Rose Street,FOS.AX
industry,Electrical Equipment & Parts,FOS.AX
