Breakdown,Value,ticker
zip,6000,CRR.AX
sector,Basic Materials,CRR.AX
longBusinessSummary,"Critical Resources Limited explores for and develops mineral projects in Australia, the Sultanate of Oman, the Democratic Republic of Congo (DRC), and Malawi. The company explores for lithium, zinc, lead, copper, silver, and gold deposits. It holds interests in the Oman Copper Project, which covers an area of 1,006 square kilometers granted exploration licenses located in the Sultanate of Oman; and Halls Peak-Gibson Project covering an area of about 84 square kilometers located in the north-eastern NSW, Australia. The company also holds a 70% interest in the Kitotolo-Katamba Lithium Project, which covers an area of about 400 square kilometers; and a 51% interest in the Kanuka Lithium Production project covering an area of 194 square kilometers located in the DRC. In addition, it holds a 51% interest in the Tshimpala project situated in the Republic of Malawi. The company was formerly known as Force Commodities Limited and changed its name to Critical Resources Limited in May 2021. Critical Resources Limited was incorporated in 2010 and is headquartered in Perth, Australia.",CRR.AX
city,Perth,CRR.AX
phone,61 8 9389 4499,CRR.AX
state,WA,CRR.AX
compensationAsOfEpochDate,1514678400,CRR.AX
country,Australia,CRR.AX
website,https://www.criticalresources.com.au,CRR.AX
maxAge,86400,CRR.AX
address1,40 The Esplanade,CRR.AX
industry,Other Industrial Metals & Mining,CRR.AX
address2,Level 11,CRR.AX
