Breakdown,Value,ticker
zip,6007,ICR.AX
sector,Healthcare,ICR.AX
longBusinessSummary,"Intelicare Holdings Limited engages in the sale of a predictive analytics hardware and software package for use in the aged care and health industries in Australia. It offers InteliCare, a monitoring system; and InteliLiving for seniors and people with disability. The company was founded in 2016 and is headquartered in Leederville, Australia.",ICR.AX
city,Leederville,ICR.AX
phone,1300 001 145,ICR.AX
state,WA,ICR.AX
compensationAsOfEpochDate,1640908800,ICR.AX
country,Australia,ICR.AX
website,https://intelicare.com.au,ICR.AX
maxAge,86400,ICR.AX
address1,299 Vincent Street,ICR.AX
industry,Health Information Services,ICR.AX
address2,Level 1,ICR.AX
